policy_document_id,policy_id,version,title,family,effective_date,expiration_date,source_category,priority,supersedes,superseded_by,requires_human_review,jurisdiction,product_scope,occupancy_scope,purpose_scope,rule_count,relative_path,document_hash
POL-CRD-003-v1.0,POL-CRD-003,1.0,Delinquency and Payment History Treatment,delinquency-treatment,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,43,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-CRD-003_delinquency-treatment_v1.0.md,9a2b0dbe633df7d2
POL-LIA-001-v1.0,POL-LIA-001,1.0,Liabilities and Debt Inclusion,liabilities,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,45,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,6,synthetic_data/policy_corpus/POL-LIA-001_liabilities_v1.0.md,7bf1574169fb9f99
POL-DTI-001-v1.0,POL-DTI-001,1.0,"Affordability, Debt-to-Income and Disposable Income",affordability-dti,2026-01-01,2026-07-01,SYNTHETIC_INTERNAL_POLICY,50,,POL-DTI-001 v2.0,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,7,synthetic_data/policy_corpus/POL-DTI-001_affordability-dti_v1.0.md,cb52fe503b6bc6ae
POL-DTI-001-v2.0,POL-DTI-001,2.0,"Affordability, Debt-to-Income and Disposable Income",affordability-dti,2026-07-01,,SYNTHETIC_INTERNAL_POLICY,50,POL-DTI-001 v1.0,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,8,synthetic_data/policy_corpus/POL-DTI-001_affordability-dti_v2.0.md,9c156f5c34cb6d20
POL-INC-001-v1.0,POL-INC-001,1.0,Income General Principles and Qualifying Income,income-general,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,48,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,6,synthetic_data/policy_corpus/POL-INC-001_income-general_v1.0.md,9e9edeb56b950b11
POL-INC-002-v1.0,POL-INC-002,1.0,Salaried Income Qualification,income-salaried,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,49,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-INC-002_income-salaried_v1.0.md,0aa107bce8f3ea4c
POL-INC-003-v1.0,POL-INC-003,1.0,Hourly and Variable-Hour Income,income-hourly,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,49,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-INC-003_income-hourly_v1.0.md,1b2974ab646d338b
POL-INC-004-v1.0,POL-INC-004,1.0,"Bonus, Overtime, Commission and Tip Income",income-variable,2026-01-01,2026-07-01,SYNTHETIC_INTERNAL_POLICY,49,,POL-INC-004 v2.0,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-INC-004_income-variable_v1.0.md,62565c8faa258917
POL-INC-004-v2.0,POL-INC-004,2.0,"Bonus, Overtime, Commission and Tip Income",income-variable,2026-07-01,,SYNTHETIC_INTERNAL_POLICY,49,POL-INC-004 v1.0,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,5,synthetic_data/policy_corpus/POL-INC-004_income-variable_v2.0.md,92596f1f03e5ebca
POL-INC-005-v1.0,POL-INC-005,1.0,Self-Employment Income,income-self-employed,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,49,,,true,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,6,synthetic_data/policy_corpus/POL-INC-005_income-self-employed_v1.0.md,0e4e447fb15dcbf2
POL-INC-006-v1.0,POL-INC-006,1.0,Rental Income,income-rental,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,49,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-INC-006_income-rental_v1.0.md,c369e7c6efa882e7
POL-INC-007-v1.0,POL-INC-007,1.0,Other Qualifying Income,income-other,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,49,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,5,synthetic_data/policy_corpus/POL-INC-007_income-other_v1.0.md,e2ce66d31fefa73c
POL-EMP-001-v1.0,POL-EMP-001,1.0,Employment Verification,employment-verification,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,47,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-EMP-001_employment-verification_v1.0.md,ad9e11be53e2adde
POL-EMP-002-v1.0,POL-EMP-002,1.0,"Employment Continuity, Gaps and Future Employment",employment-continuity,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,47,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,5,synthetic_data/policy_corpus/POL-EMP-002_employment-continuity_v1.0.md,fed7c6227d371f9b
POL-AST-001-v1.0,POL-AST-001,1.0,Assets and Eligible Funds,assets-eligibility,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,52,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-AST-001_assets-eligibility_v1.0.md,def7e245c8f20d57
POL-AST-002-v1.0,POL-AST-002,1.0,Funds to Close and the Settlement Calculation,funds-to-close,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,53,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,5,synthetic_data/policy_corpus/POL-AST-002_funds-to-close_v1.0.md,db9188c072130980
POL-AST-003-v1.0,POL-AST-003,1.0,Reserve Requirements,reserves,2026-01-01,2026-07-01,SYNTHETIC_INTERNAL_POLICY,54,,POL-AST-003 v2.0,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-AST-003_reserves_v1.0.md,e521fb0c3c05fa4b
POL-AST-003-v2.0,POL-AST-003,2.0,Reserve Requirements,reserves,2026-07-01,,SYNTHETIC_INTERNAL_POLICY,54,POL-AST-003 v1.0,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,5,synthetic_data/policy_corpus/POL-AST-003_reserves_v2.0.md,0cf32c68ab1dde50
POL-AST-004-v1.0,POL-AST-004,1.0,"Gifts, Grants and Source of Funds",source-of-funds,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,55,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-AST-004_source-of-funds_v1.0.md,d14a6123ce568b91
POL-PRP-001-v1.0,POL-PRP-001,1.0,Property Eligibility,property-eligibility,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,56,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-PRP-001_property-eligibility_v1.0.md,e78cdc2d4b2a6d61
POL-PRP-002-v1.0,POL-PRP-002,1.0,Occupancy Classification and Verification,occupancy,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,56,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,3,synthetic_data/policy_corpus/POL-PRP-002_occupancy_v1.0.md,91b6066c5960f646
POL-VAL-001-v1.0,POL-VAL-001,1.0,Appraisal and Valuation,valuation,2026-01-01,2026-07-01,SYNTHETIC_INTERNAL_POLICY,57,,POL-VAL-001 v2.0,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-VAL-001_valuation_v1.0.md,78fdf6175f067231
POL-VAL-001-v2.0,POL-VAL-001,2.0,Appraisal and Valuation,valuation,2026-07-01,,SYNTHETIC_INTERNAL_POLICY,57,POL-VAL-001 v1.0,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,5,synthetic_data/policy_corpus/POL-VAL-001_valuation_v2.0.md,d67852cc1bb9297d
POL-TTL-001-v1.0,POL-TTL-001,1.0,"Title, Lien Position and Property Insurance",title-and-insurance,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,58,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-TTL-001_title-and-insurance_v1.0.md,e01347178ae83fdd
POL-KYC-001-v1.0,POL-KYC-001,1.0,Identity Verification and Customer Identification,identity-kyc,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,20,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,3,synthetic_data/policy_corpus/POL-KYC-001_identity-kyc_v1.0.md,d4069079e8a92480
POL-FRD-001-v1.0,POL-FRD-001,1.0,Fraud Indicators and Document Integrity,fraud-and-integrity,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,22,,,true,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,4,synthetic_data/policy_corpus/POL-FRD-001_fraud-and-integrity_v1.0.md,2a702d7069d5f21a
POL-DOC-001-v1.0,POL-DOC-001,1.0,"Documentation Requirements, Completeness and Freshness",documentation,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,60,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,6,synthetic_data/policy_corpus/POL-DOC-001_documentation_v1.0.md,03c5ce09c47cf01d
POL-UWR-001-v1.0,POL-UWR-001,1.0,"Conditions, Manual Review and Exception Authority",underwriting-control,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,15,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,5,synthetic_data/policy_corpus/POL-UWR-001_underwriting-control_v1.0.md,1be8191c8329aa61
POL-DEC-001-v1.0,POL-DEC-001,1.0,"Decisioning, Recommendations and Adverse-Action Handling",decisioning,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,12,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,6,synthetic_data/policy_corpus/POL-DEC-001_decisioning_v1.0.md,b25dd21bc8f394dc
POL-SEC-001-v1.0,POL-SEC-001,1.0,"Privacy, Sensitive Data and AI Input Security",privacy-and-ai-security,2026-01-01,,SYNTHETIC_INTERNAL_POLICY,5,,,false,US,conventional_conforming|jumbo|fha|va|usda,primary_residence|second_home|investment,purchase|rate_term_refinance|cash_out_refinance,7,synthetic_data/policy_corpus/POL-SEC-001_privacy-and-ai-security_v1.0.md,943bf493dd954d71
